,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,Team1,Team2,Result,Unnamed: 0
561,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Roma it,2.1,0–2,1.7,es Real Madrid,"59,124",Stadio Olimpico,Ruddy Buquet,Match Report,,0,2,2,71.0
562,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Juventus it,1.8,1–0,0.3,es Valencia,"39,070",Allianz Stadium,William Collum,Match Report,,1,0,1,72.0
563,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Lyon fr,2.3,2–2,1.0,eng Manchester City,"56,039",Groupama Stadium,Luca Banti,Match Report,,2,2,0,73.0
564,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Hoffenheim de,1.3,2–3,2.1,ua Shakhtar,"22,920",PreZero Arena,Filip Glova,Match Report,,2,3,2,74.0
565,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Bayern Munich de,1.9,5–1,0.5,pt Benfica,"70,000",Allianz Arena,Daniele Orsato,Match Report,,5,1,1,75.0
566,Group stage,5.0,Wed,11/28/2018,18:55 (20:55),Atlético Madrid es,0.9,2–0,1.3,fr Monaco,"56,314",Estadio Wanda Metropolitano,Mattias Gestranius,Match Report,,2,0,1,76.0
567,Group stage,5.0,Wed,11/28/2018,20:00 (23:00),Tottenham eng,1.3,1–0,1.0,it Inter,"57,132",Wembley Stadium,Baris Şimşek,Match Report,,1,0,1,77.0
568,Group stage,5.0,Wed,11/28/2018,20:00 (23:00),Porto pt,1.6,3–1,0.9,de Schalke 04,"41,603",Estádio Do Dragão,Ovidiu Hațegan,Match Report,,3,1,1,78.0
569,Group stage,5.0,Wed,11/28/2018,20:55,Loko Moscow ru,1.4,2–0,1.3,tr Galatasaray,"14,037",RZD Arena,Antonio Matéu Lahoz,Match Report,,2,0,1,79.0
570,Group stage,5.0,Wed,11/28/2018,21:00 (23:00),Paris S-G fr,1.5,2–1,1.3,eng Liverpool,"46,880",Parc des Princes,Tomasz Musiał,Match Report,,2,1,1,80.0
571,Group stage,5.0,Wed,11/28/2018,21:00 (23:00),Dortmund de,1.2,0–0,0.3,be Club Brugge,"66,099",Signal Iduna Park,Gediminas Mažeika,Match Report,,0,0,0,81.0
572,Group stage,5.0,Wed,11/28/2018,21:00 (23:00),Napoli it,2.4,3–1,0.8,rs Red Star,"44,470",Stadio San Paolo,Ricardo de Burgos,Match Report,,3,1,1,82.0
573,Group stage,5.0,Wed,11/28/2018,21:00 (23:00),PSV Eindhoven nl,3.0,1–2,2.4,es Barcelona,"34,600",Philips Stadion,Miroslav Zelinka,Match Report,,1,2,2,83.0
574,Group stage,6.0,Tue,12/11/2018,18:55 (20:55),Schalke 04 de,2.1,1–0,0.7,ru Loko Moscow,"48,883",Veltins-Arena,Tasos Sidiropoulos,Match Report,,1,0,1,85.0
575,Group stage,6.0,Tue,12/11/2018,20:00 (23:00),Liverpool eng,3.0,1–0,1.2,it Napoli,"52,015",Anfield,Damir Skomina,Match Report,,1,0,1,86.0
576,Group stage,6.0,Tue,12/11/2018,20:55,Galatasaray tr,3.9,2–3,1.7,pt Porto,"33,972",Türk Telekom Arena,Aliaksei Kulbakou,Match Report,,2,3,2,87.0
577,Group stage,6.0,Tue,12/11/2018,21:00 (23:00),Red Star rs,0.4,1–4,2.9,fr Paris S-G,"48,357",Stadion Rajko Mitić,William Collum,Match Report,,1,4,2,88.0
578,Group stage,6.0,Tue,12/11/2018,21:00 (23:00),Monaco fr,0.6,0–2,2.6,de Dortmund,"8,731",Stade Louis II.,Craig Pawson,Match Report,,0,2,2,89.0
579,Group stage,6.0,Tue,12/11/2018,21:00 (23:00),Club Brugge be,0.6,0–0,0.4,es Atlético Madrid,"25,645",Jan Breydelstadion,Davide Massa,Match Report,,0,0,0,90.0
580,Group stage,6.0,Tue,12/11/2018,21:00 (23:00),Barcelona es,1.3,1–1,2.4,eng Tottenham,"69,961",Camp Nou,Milorad Mažić,Match Report,,1,1,0,91.0
581,Group stage,6.0,Tue,12/11/2018,21:00 (23:00),Inter it,1.9,1–1,1.2,nl PSV Eindhoven,"62,533",Stadio Giuseppe Meazza,Felix Zwayer,Match Report,,1,1,0,92.0
582,Group stage,6.0,Wed,12/12/2018,18:55 (20:55),Viktoria Plzeň cz,2.0,2–1,1.1,it Roma,"11,217",Doosan Arena,Anthony Taylor,Match Report,,2,1,1,93.0
583,Group stage,6.0,Wed,12/12/2018,18:55 (20:55),Real Madrid es,1.3,0–3,0.9,ru CSKA Moscow,"51,636",Estadio Santiago Bernabéu,Hugo Miguel,Match Report,,0,3,2,94.0
584,Group stage,6.0,Wed,12/12/2018,20:00 (23:00),Manchester City eng,3.4,2–1,1.4,de Hoffenheim,"50,411",Etihad Stadium,Andreas Ekberg,Match Report,,2,1,1,95.0
585,Group stage,6.0,Wed,12/12/2018,20:00 (23:00),Benfica pt,1.8,1–0,0.4,gr AEK Athens,"33,633",Estádio do Sport Lisboa e Benfica,Bobby Madden,Match Report,,1,0,1,96.0
586,Group stage,6.0,Wed,12/12/2018,21:00 (23:00),Valencia es,1.4,2–1,1.8,eng Manchester Utd,"36,544",Estadio de Mestalla,Georgi Kabakov,Match Report,,2,1,1,97.0
587,Group stage,6.0,Wed,12/12/2018,21:00 (23:00),Young Boys ch,1.2,2–1,2.1,it Juventus,"30,114",Stade de Suisse Wankdorf Bern,Tobias Stieler,Match Report,,2,1,1,98.0
588,Group stage,6.0,Wed,12/12/2018,21:00 (23:00),Ajax nl,3.0,3–3,3.1,de Bayern Munich,"52,244",Johan Cruyff ArenA,Clément Turpin,Match Report,,3,3,0,99.0
589,Group stage,6.0,Wed,12/12/2018,22:00 (23:00),Shakhtar ua,1.1,1–1,1.3,fr Lyon,"38,916",NSK Olimpijs'kyj,Björn Kuipers,Match Report,,1,1,0,100.0
590,Round of 16,,Tue,2/12/2019,20:00 (23:00),Manchester Utd eng,0.4,0–2,2.5,fr Paris S-G,"74,054",Old Trafford,Daniele Orsato,Match Report,Leg 1 of 2,0,2,2,102.0
591,Round of 16,,Tue,2/12/2019,21:00 (23:00),Roma it,1.5,2–1,0.6,pt Porto,"51,727",Stadio Olimpico,Jochem Kamphuis,Match Report,Leg 1 of 2,2,1,1,103.0
592,Round of 16,,Wed,2/13/2019,20:00 (23:00),Tottenham eng,1.8,3–0,0.3,de Dortmund,"71,214",Wembley Stadium,Antonio Matéu Lahoz,Match Report,Leg 1 of 2,3,0,1,104.0
593,Round of 16,,Wed,2/13/2019,21:00 (23:00),Ajax nl,2.2,1–2,1.5,es Real Madrid,"52,286",Johan Cruyff ArenA,Szymon Marciniak,Match Report,Leg 1 of 2,1,2,2,105.0
594,Round of 16,,Tue,2/19/2019,20:00 (23:00),Liverpool eng,2.1,0–0,0.4,de Bayern Munich,"52,250",Anfield,Gianluca Rocchi,Match Report,Leg 1 of 2,0,0,0,106.0
595,Round of 16,,Tue,2/19/2019,21:00 (23:00),Lyon fr,0.3,0–0,2.1,es Barcelona,"57,889",Groupama Stadium,Cüneyt Çakιr,Match Report,Leg 1 of 2,0,0,0,107.0
596,Round of 16,,Wed,2/20/2019,21:00 (23:00),Schalke 04 de,1.8,2–3,1.6,eng Manchester City,"54,417",Veltins-Arena,Alejandro Hernández,Match Report,Leg 1 of 2,2,3,2,108.0
597,Round of 16,,Wed,2/20/2019,21:00 (23:00),Atlético Madrid es,1.4,2–0,0.7,it Juventus,"67,193",Estadio Wanda Metropolitano,Felix Zwayer,Match Report,Leg 1 of 2,2,0,1,109.0
598,Round of 16,,Tue,3/5/2019,21:00 (23:00),Real Madrid es,2.5,1–4,2.6,nl Ajax,"77,013",Estadio Santiago Bernabéu,Felix Brych,Match Report,Leg 2 of 2; Ajax won,1,4,2,110.0
599,Round of 16,,Tue,3/5/2019,21:00 (23:00),Dortmund de,1.4,0–1,1.0,eng Tottenham,"66,099",Signal Iduna Park,Danny Makkelie,Match Report,Leg 2 of 2; Tottenham won,0,1,2,111.0
600,Round of 16,,Wed,3/6/2019,20:00 (23:00),Porto pt,4.2,3–1,1.9,it Roma,"49,029",Estádio Do Dragão,Paweł Gil,Match Report,Leg 2 of 2; Porto won; Required Extra Time,3,1,1,112.0
601,Round of 16,,Wed,3/6/2019,21:00 (23:00),Paris S-G fr,1.4,1–3,2.1,eng Manchester Utd,"47,441",Parc des Princes,Damir Skomina,Match Report,Leg 2 of 2; Manchester Utd won,1,3,2,113.0
602,Round of 16,,Tue,3/12/2019,20:00 (23:00),Manchester City eng,3.7,7–0,0.1,de Schalke 04,"51,518",Etihad Stadium,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won,7,0,1,114.0
603,Round of 16,,Tue,3/12/2019,21:00 (23:00),Juventus it,2.5,3–0,0.4,es Atlético Madrid,"40,884",Allianz Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Juventus won,3,0,1,115.0
604,Round of 16,,Wed,3/13/2019,21:00 (23:00),Barcelona es,4.3,5–1,0.6,fr Lyon,"92,346",Camp Nou,Szymon Marciniak,Match Report,Leg 2 of 2; Barcelona won,5,1,1,116.0
605,Round of 16,,Wed,3/13/2019,21:00 (23:00),Bayern Munich de,0.3,1–3,1.1,eng Liverpool,"68,145",Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Liverpool won,1,3,2,117.0
606,Quarter-finals,,Tue,4/9/2019,20:00 (22:00),Liverpool eng,2.3,2–0,0.8,pt Porto,"52,465",Anfield,Antonio Matéu Lahoz,Match Report,Leg 1 of 2,2,0,1,118.0
607,Quarter-finals,,Tue,4/9/2019,20:00 (22:00),Tottenham eng,0.9,1–0,1.3,eng Manchester City,"60,044",Tottenham Hotspur Stadium,Björn Kuipers,Match Report,Leg 1 of 2,1,0,1,119.0
608,Quarter-finals,,Wed,4/10/2019,20:00 (22:00),Manchester Utd eng,0.5,0–1,1.1,es Barcelona,"74,093",Old Trafford,Gianluca Rocchi,Match Report,Leg 1 of 2,0,1,2,120.0
609,Quarter-finals,,Wed,4/10/2019,21:00 (22:00),Ajax nl,1.2,1–1,0.7,it Juventus,"50,390",Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 1 of 2,1,1,0,121.0
610,Quarter-finals,,Tue,4/16/2019,21:00 (22:00),Juventus it,0.8,1–2,2.2,nl Ajax,"41,445",Allianz Stadium,Clément Turpin,Match Report,Leg 2 of 2; Ajax won,1,2,2,122.0
611,Quarter-finals,,Tue,4/16/2019,21:00 (22:00),Barcelona es,1.4,3–0,0.4,eng Manchester Utd,"96,708",Camp Nou,Felix Brych,Match Report,Leg 2 of 2; Barcelona won,3,0,1,123.0
612,Quarter-finals,,Wed,4/17/2019,20:00 (22:00),Porto pt,1.0,1–4,3.5,eng Liverpool,"49,117",Estádio Do Dragão,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won,1,4,2,124.0
613,Quarter-finals,,Wed,4/17/2019,20:00 (22:00),Manchester City eng,2.5,4–3,0.7,eng Tottenham,"53,348",Etihad Stadium,Cüneyt Çakιr,Match Report,Leg 2 of 2; Tottenham won,4,3,1,125.0
614,Semi-finals,,Tue,4/30/2019,20:00 (22:00),Tottenham eng,0.6,0–1,1.3,nl Ajax,"60,243",Tottenham Hotspur Stadium,Antonio Matéu Lahoz,Match Report,Leg 1 of 2,0,1,2,126.0
615,Semi-finals,,Wed,5/1/2019,21:00 (22:00),Barcelona es,2.4,3–0,1.8,eng Liverpool,"98,299",Camp Nou,Björn Kuipers,Match Report,Leg 1 of 2,3,0,1,127.0
616,Semi-finals,,Tue,5/7/2019,20:00 (22:00),Liverpool eng,2.3,4–0,1.4,es Barcelona,"55,212",Anfield,Cüneyt Çakιr,Match Report,Leg 2 of 2; Liverpool won,4,0,1,128.0
617,Semi-finals,,Wed,5/8/2019,21:00 (22:00),Ajax nl,1.6,2–3,4.2,eng Tottenham,"52,641",Johan Cruyff ArenA,Felix Brych,Match Report,Leg 2 of 2; Tottenham won,2,3,2,129.0
618,Final,,Sat,6/1/2019,21:00 (22:00),Tottenham eng,0.8,0–2,1.3,eng Liverpool,"63,272",Estadio Wanda Metropolitano,Damir Skomina,Match Report,,0,2,2,130.0
619,Group stage,1.0,Tue,9/6/2022,18:45 (19:45),Dinamo Zagreb hr,0.6,1–0,0.9,eng Chelsea,"20,607",Stadion Maksimir,István Kovács,Match Report,,1,0,1,0.0
620,Group stage,1.0,Tue,9/6/2022,18:45 (19:45),Dortmund de,2.3,3–0,0.5,dk FC Copenhagen,"70,700",Signal Iduna Park,François Letexier,Match Report,,3,0,1,1.0
621,Group stage,1.0,Tue,9/6/2022,20:00 (22:00),Celtic sct,1.4,0–3,1.9,es Real Madrid,"57,057",Celtic Park,Sandro Schärer,Match Report,,0,3,2,2.0
622,Group stage,1.0,Tue,9/6/2022,20:00 (22:00),Benfica pt,1.1,2–0,0.2,il Maccabi Haifa,"55,130",Estádio do Sport Lisboa e Benfica,Andreas Ekberg,Match Report,,2,0,1,3.0
623,Group stage,1.0,Tue,9/6/2022,21:00 (22:00),RB Salzburg at,1.3,1–1,0.9,it Milan,"29,520",Red Bull Arena,Srđan Jovanović,Match Report,,1,1,0,4.0
624,Group stage,1.0,Tue,9/6/2022,21:00 (22:00),Sevilla es,0.3,0–4,3.6,eng Manchester City,"38,764",Estadio Ramón Sánchez Pizjuán,Davide Massa,Match Report,,0,4,2,5.0
625,Group stage,1.0,Tue,9/6/2022,21:00 (22:00),RB Leipzig de,1.4,1–4,0.9,ua Shakhtar,"41,591",Red Bull Arena,João Pinheiro,Match Report,,1,4,2,6.0
626,Group stage,1.0,Tue,9/6/2022,21:00 (22:00),Paris S-G fr,1.7,2–1,1.0,it Juventus,"47,415",Parc des Princes,Anthony Taylor,Match Report,,2,1,1,7.0
627,Group stage,1.0,Wed,9/7/2022,18:45 (19:45),Ajax nl,2.1,4–0,0.1,sct Rangers,"52,862",Johan Cruyff ArenA,Tobias Stieler,Match Report,,4,0,1,8.0
628,Group stage,1.0,Wed,9/7/2022,18:45 (19:45),Eint Frankfurt de,0.8,0–3,0.9,pt Sporting CP,"50,500",Deutsche Bank Park,Orel Grinfeeld,Match Report,,0,3,2,9.0
629,Group stage,1.0,Wed,9/7/2022,20:00 (22:00),Tottenham eng,1.5,2–0,0.4,fr Marseille,"57,367",Tottenham Hotspur Stadium,Slavko Vinčič,Match Report,,2,0,1,10.0
630,Group stage,1.0,Wed,9/7/2022,21:00 (22:00),Napoli it,4.0,4–1,1.0,eng Liverpool,"51,793",Stadio Diego Armando Maradona,Carlos del Cerro,Match Report,,4,1,1,11.0
631,Group stage,1.0,Wed,9/7/2022,21:00 (22:00),Atlético Madrid es,0.8,2–1,2.0,pt Porto,"51,777",Estadio Cívitas Metropolitano,Szymon Marciniak,Match Report,,2,1,1,12.0
632,Group stage,1.0,Wed,9/7/2022,21:00 (22:00),Barcelona es,2.3,5–1,0.8,cz Viktoria Plzeň,"77,411",Camp Nou,Lawrence Visser,Match Report,,5,1,1,13.0
633,Group stage,1.0,Wed,9/7/2022,21:00 (22:00),Inter it,0.7,0–2,2.5,de Bayern Munich,"58,951",Stadio Giuseppe Meazza,Clément Turpin,Match Report,,0,2,2,14.0
634,Group stage,1.0,Wed,9/7/2022,21:00 (22:00),Club Brugge be,0.5,1–0,1.0,de Leverkusen,"21,235",Jan Breydelstadion,Irfan Peljto,Match Report,,1,0,1,15.0
635,Group stage,2.0,Tue,9/13/2022,17:45 (19:45),Sporting CP pt,0.9,2–0,0.9,eng Tottenham,"39,899",Estádio José Alvalade,Srđan Jovanović,Match Report,,2,0,1,17.0
636,Group stage,2.0,Tue,9/13/2022,18:45 (19:45),Viktoria Plzeň cz,0.3,0–2,1.9,it Inter,"11,252",Doosan Arena,Sandro Schärer,Match Report,,0,2,2,18.0
637,Group stage,2.0,Tue,9/13/2022,20:00 (22:00),Liverpool eng,2.2,2–1,0.3,nl Ajax,"52,387",Anfield,Artur Dias,Match Report,,2,1,1,19.0
638,Group stage,2.0,Tue,9/13/2022,20:00 (22:00),Porto pt,1.0,0–4,2.7,be Club Brugge,"39,225",Estádio Do Dragão,Anastasios Sidiropoulos,Match Report,,0,4,2,20.0
639,Group stage,2.0,Tue,9/13/2022,21:00 (22:00),Leverkusen de,1.8,2–0,0.9,es Atlético Madrid,"25,825",BayArena,Michael Oliver,Match Report,,2,0,1,21.0
640,Group stage,2.0,Tue,9/13/2022,21:00 (22:00),Marseille fr,0.9,0–1,1.2,de Eint Frankfurt,"62,500",Orange Vélodrome,José Sánchez,Match Report,,0,1,2,22.0
641,Group stage,2.0,Tue,9/13/2022,21:00 (22:00),Bayern Munich de,1.7,2–0,2.0,es Barcelona,"75,000",Allianz Arena,Danny Makkelie,Match Report,,2,0,1,23.0
642,Group stage,2.0,Wed,9/14/2022,18:45 (19:45),Milan it,2.2,3–1,0.4,hr Dinamo Zagreb,"61,341",Stadio Giuseppe Meazza,Jesús Gil,Match Report,,3,1,1,24.0
643,Group stage,2.0,Wed,9/14/2022,19:45,Shakhtar ua,0.4,1–1,1.5,sct Celtic,"20,697",Stadion Miejski Legii Warszawa im. Marsz...,Glenn Nyberg,Match Report,,1,1,0,25.0
644,Group stage,2.0,Wed,9/14/2022,20:00 (22:00),Rangers sct,1.3,0–3,3.5,it Napoli,"50,121",Ibrox Stadium,Antonio Matéu Lahoz,Match Report,,0,3,2,26.0
645,Group stage,2.0,Wed,9/14/2022,20:00 (22:00),Chelsea eng,1.2,1–1,0.4,at RB Salzburg,"38,818",Stamford Bridge,Ivan Kružliak,Match Report,,1,1,0,27.0
646,Group stage,2.0,Wed,9/14/2022,20:00 (22:00),Manchester City eng,1.0,2–1,0.7,de Dortmund,"50,441",Etihad Stadium,Daniele Orsato,Match Report,,2,1,1,28.0
647,Group stage,2.0,Wed,9/14/2022,21:00 (22:00),FC Copenhagen dk,0.7,0–0,0.8,es Sevilla,"34,910",Parken,Irfan Peljto,Match Report,,0,0,0,29.0
648,Group stage,2.0,Wed,9/14/2022,21:00 (22:00),Juventus it,0.8,1–2,2.2,pt Benfica,"34,015",Allianz Stadium,Felix Zwayer,Match Report,,1,2,2,30.0
649,Group stage,2.0,Wed,9/14/2022,21:00 (22:00),Real Madrid es,0.9,2–0,0.7,de RB Leipzig,"54,289",Estadio Santiago Bernabéu,Maurizio Mariani,Match Report,,2,0,1,31.0
650,Group stage,2.0,Wed,9/14/2022,22:00,Maccabi Haifa il,1.0,1–3,1.8,fr Paris S-G,"30,412",Sammy Ofer Stadium,Daniel Siebert,Match Report,,1,3,2,32.0
651,Group stage,3.0,Tue,10/4/2022,18:45 (19:45),Bayern Munich de,2.4,5–0,0.5,cz Viktoria Plzeň,"75,000",Allianz Arena,Nikola Dabanović,Match Report,,5,0,1,34.0
652,Group stage,3.0,Tue,10/4/2022,18:55 (19:55),Marseille fr,2.5,4–1,0.4,pt Sporting CP,618,Orange Vélodrome,Davide Massa,Match Report,,4,1,1,35.0
653,Group stage,3.0,Tue,10/4/2022,20:00 (22:00),Liverpool eng,2.9,2–0,0.4,sct Rangers,"49,512",Anfield,Clément Turpin,Match Report,,2,0,1,36.0
654,Group stage,3.0,Tue,10/4/2022,20:00 (22:00),Porto pt,1.1,2–0,1.4,de Leverkusen,"42,399",Estádio Do Dragão,Anthony Taylor,Match Report,,2,0,1,37.0
655,Group stage,3.0,Tue,10/4/2022,21:00 (22:00),Eint Frankfurt de,1.0,0–0,1.5,eng Tottenham,"50,500",Deutsche Bank Park,Daniele Orsato,Match Report,,0,0,0,38.0
656,Group stage,3.0,Tue,10/4/2022,21:00 (22:00),Inter it,0.2,1–0,0.5,es Barcelona,"71,368",Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,,1,0,1,39.0
657,Group stage,3.0,Tue,10/4/2022,21:00 (22:00),Ajax nl,1.4,1–6,3.3,it Napoli,"52,896",Johan Cruyff ArenA,François Letexier,Match Report,,1,6,2,40.0
658,Group stage,3.0,Tue,10/4/2022,21:00 (22:00),Club Brugge be,1.3,2–0,2.1,es Atlético Madrid,"25,667",Jan Breydelstadion,István Kovács,Match Report,,2,0,1,41.0
659,Group stage,3.0,Wed,10/5/2022,18:45 (19:45),RB Leipzig de,2.2,3–1,0.9,sct Celtic,"45,228",Red Bull Arena,Espen Andreas Eskås,Match Report,,3,1,1,42.0
660,Group stage,3.0,Wed,10/5/2022,18:45 (19:45),RB Salzburg at,2.2,1–0,0.7,hr Dinamo Zagreb,"28,864",Red Bull Arena,Andris Treimanis,Match Report,,1,0,1,43.0
661,Group stage,3.0,Wed,10/5/2022,20:00 (22:00),Chelsea eng,1.1,3–0,0.4,it Milan,"39,537",Stamford Bridge,Danny Makkelie,Match Report,,3,0,1,44.0
662,Group stage,3.0,Wed,10/5/2022,20:00 (22:00),Benfica pt,1.4,1–1,1.0,fr Paris S-G,"62,295",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,,1,1,0,45.0
663,Group stage,3.0,Wed,10/5/2022,20:00 (22:00),Manchester City eng,4.3,5–0,0.4,dk FC Copenhagen,"51,765",Etihad Stadium,Donatas Rumšas,Match Report,,5,0,1,46.0
664,Group stage,3.0,Wed,10/5/2022,21:00 (22:00),Real Madrid es,3.4,2–1,0.8,ua Shakhtar,"56,011",Estadio Santiago Bernabéu,Ivan Kružliak,Match Report,,2,1,1,47.0
665,Group stage,3.0,Wed,10/5/2022,21:00 (22:00),Sevilla es,2.0,1–4,2.5,de Dortmund,"34,598",Estadio Ramón Sánchez Pizjuán,Maurizio Mariani,Match Report,,1,4,2,48.0
666,Group stage,3.0,Wed,10/5/2022,21:00 (22:00),Juventus it,2.3,3–1,2.0,il Maccabi Haifa,"28,498",Allianz Stadium,Sandro Schärer,Match Report,,3,1,1,49.0
667,Group stage,4.0,Tue,10/11/2022,18:45 (19:45),FC Copenhagen dk,0.3,0–0,1.6,eng Manchester City,"35,447",Parken,Artur Dias,Match Report,,0,0,0,51.0
668,Group stage,4.0,Tue,10/11/2022,19:45,Maccabi Haifa il,0.8,2–0,0.5,it Juventus,"30,074",Sammy Ofer Stadium,Antonio Matéu Lahoz,Match Report,,2,0,1,52.0
669,Group stage,4.0,Tue,10/11/2022,20:00 (22:00),Celtic sct,2.0,0–2,1.7,de RB Leipzig,"57,565",Celtic Park,Halil Umut Meler,Match Report,,0,2,2,53.0
670,Group stage,4.0,Tue,10/11/2022,21:00 (22:00),Dortmund de,0.4,1–1,0.8,es Sevilla,"81,000",Signal Iduna Park,Srđan Jovanović,Match Report,,1,1,0,54.0
671,Group stage,4.0,Tue,10/11/2022,21:00 (22:00),Paris S-G fr,1.2,1–1,1.2,pt Benfica,"46,435",Parc des Princes,Michael Oliver,Match Report,,1,1,0,55.0
672,Group stage,4.0,Tue,10/11/2022,21:00 (22:00),Milan it,0.4,0–2,2.2,eng Chelsea,"75,051",Stadio Giuseppe Meazza,Daniel Siebert,Match Report,,0,2,2,56.0
673,Group stage,4.0,Tue,10/11/2022,21:00 (22:00),Dinamo Zagreb hr,0.9,1–1,1.3,at RB Salzburg,"20,779",Stadion Maksimir,Tobias Stieler,Match Report,,1,1,0,57.0
674,Group stage,4.0,Tue,10/11/2022,22:00,Shakhtar ua,0.5,1–1,1.1,es Real Madrid,"29,030",Stadion Miejski Legii Warszawa im. Marsz...,Orel Grinfeeld,Match Report,,1,1,0,58.0
675,Group stage,4.0,Wed,10/12/2022,18:45 (19:45),Napoli it,3.2,4–2,1.6,nl Ajax,"52,229",Stadio Diego Armando Maradona,Felix Zwayer,Match Report,,4,2,1,59.0
676,Group stage,4.0,Wed,10/12/2022,18:45 (19:45),Atlético Madrid es,2.3,0–0,0.6,be Club Brugge,"60,810",Estadio Cívitas Metropolitano,Danny Makkelie,Match Report,,0,0,0,60.0
677,Group stage,4.0,Wed,10/12/2022,20:00 (22:00),Sporting CP pt,0.3,0–2,2.8,fr Marseille,"38,126",Estádio José Alvalade,Alejandro Hernández,Match Report,,0,2,2,61.0
678,Group stage,4.0,Wed,10/12/2022,20:00 (22:00),Rangers sct,0.5,1–7,2.2,eng Liverpool,"48,820",Ibrox Stadium,Slavko Vinčič,Match Report,,1,7,2,62.0
679,Group stage,4.0,Wed,10/12/2022,20:00 (22:00),Tottenham eng,3.0,3–2,1.2,de Eint Frankfurt,"55,180",Tottenham Hotspur Stadium,Carlos del Cerro,Match Report,,3,2,1,63.0
680,Group stage,4.0,Wed,10/12/2022,21:00 (22:00),Viktoria Plzeň cz,1.2,2–4,3.0,de Bayern Munich,"11,326",Doosan Arena,Bartosz Frankowski,Match Report,,2,4,2,64.0
681,Group stage,4.0,Wed,10/12/2022,21:00 (22:00),Leverkusen de,2.2,0–3,1.8,pt Porto,"30,210",BayArena,István Kovács,Match Report,,0,3,2,65.0
682,Group stage,4.0,Wed,10/12/2022,21:00 (22:00),Barcelona es,2.2,3–3,2.0,it Inter,"92,302",Camp Nou,Szymon Marciniak,Match Report,,3,3,0,66.0
683,Group stage,5.0,Tue,10/25/2022,18:45 (19:45),Sevilla es,1.0,3–0,1.1,dk FC Copenhagen,"29,884",Estadio Ramón Sánchez Pizjuán,Benoît Bastien,Match Report,,3,0,1,68.0
684,Group stage,5.0,Tue,10/25/2022,18:45 (19:45),RB Salzburg at,1.6,1–2,1.5,eng Chelsea,"29,520",Red Bull Arena,Sandro Schärer,Match Report,,1,2,2,69.0
685,Group stage,5.0,Tue,10/25/2022,20:00 (22:00),Benfica pt,3.3,4–3,2.4,it Juventus,"60,131",Estádio do Sport Lisboa e Benfica,Srđan Jovanović,Match Report,,4,3,1,70.0
686,Group stage,5.0,Tue,10/25/2022,20:00 (22:00),Celtic sct,1.4,1–1,0.8,ua Shakhtar,"57,478",Celtic Park,Serdar Gözübüyük,Match Report,,1,1,0,71.0
687,Group stage,5.0,Tue,10/25/2022,21:00 (22:00),Paris S-G fr,2.6,7–2,0.8,il Maccabi Haifa,"46,435",Parc des Princes,Felix Zwayer,Match Report,,7,2,1,72.0
688,Group stage,5.0,Tue,10/25/2022,21:00 (22:00),Dortmund de,1.2,0–0,1.2,eng Manchester City,"81,000",Signal Iduna Park,Davide Massa,Match Report,,0,0,0,73.0
689,Group stage,5.0,Tue,10/25/2022,21:00 (22:00),RB Leipzig de,2.2,3–2,2.1,es Real Madrid,"45,228",Red Bull Arena,Daniele Orsato,Match Report,,3,2,1,74.0
690,Group stage,5.0,Tue,10/25/2022,21:00 (22:00),Dinamo Zagreb hr,0.7,0–4,3.2,it Milan,"20,572",Stadion Maksimir,Szymon Marciniak,Match Report,,0,4,2,75.0
691,Group stage,5.0,Wed,10/26/2022,18:45 (19:45),Club Brugge be,1.4,0–4,3.2,pt Porto,"26,144",Jan Breydelstadion,Michael Oliver,Match Report,,0,4,2,76.0
692,Group stage,5.0,Wed,10/26/2022,18:45 (19:45),Inter it,3.2,4–0,0.1,cz Viktoria Plzeň,"71,849",Stadio Giuseppe Meazza,Andreas Ekberg,Match Report,,4,0,1,77.0
693,Group stage,5.0,Wed,10/26/2022,20:00 (22:00),Tottenham eng,1.7,1–1,0.8,pt Sporting CP,"59,588",Tottenham Hotspur Stadium,Danny Makkelie,Match Report,,1,1,0,78.0
694,Group stage,5.0,Wed,10/26/2022,21:00 (22:00),Eint Frankfurt de,1.1,2–1,0.7,fr Marseille,"48,700",Deutsche Bank Park,Jesús Gil,Match Report,,2,1,1,79.0
695,Group stage,5.0,Wed,10/26/2022,21:00 (22:00),Atlético Madrid es,2.6,2–2,1.5,de Leverkusen,"63,803",Estadio Cívitas Metropolitano,Clément Turpin,Match Report,,2,2,0,80.0
